sent_1	sent_2	label	positive_1	positive_2	subsequence_1	subsequence_2
I have doubt that it led to his tragic end	he got his food	neutral	True	True	True	True
it was a pure mastiff	Barrymore had not been in London all the time	neutral	True	True	True	True
I did know who you were	I can make out	neutral	True	True	True	True
I swore that it should be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way	she could have stopped it	neutral	True	True	True	True
It may be that you are yourself luminous	` ` I do pretend to know much about these things , and I 'd be a better judge of a horse or a steer than of a picture .	neutral	True	True	True	True
I desired you to do it	It seemed hopeless to pursue the inquiry any farther , but it was clear that in spite of Holmes 's ruse we had proof that Barrymore had t been in London all the time .	neutral	True	True	True	True
"` ` I did think you would have taken advantage of it , Sir Henryindeed I did . """	"Go back and set foot upon the moor again . """	neutral	True	True	True	True
I have done all that man can do to reach the heart of the mystery	it does always run loose upon the moor	neutral	True	True	True	True
us get together	"` ` I can think where she is . """	neutral	True	True	True	True
You tire of the moor	I have pushed it to the length of getting into a box to think	neutral	True	True	True	True
It was a brutal countenance , but it was prim , hard , and stern , with a firm set , thin lipped mouth , and a coldly intolerant eye .	he has done	neutral	True	True	True	True
it should be through lack of energy or perseverance that I should miss the chance which fortune had thrown in my way	I had come upon a false scent	neutral	True	True	True	True
we have been shadowed during the last two days	I did know about a projected divorce between herself and her husband	neutral	True	True	True	True
I do pretend to know much about these things	at least it is difficult to find out a few particulars about the man 's age and professional career	neutral	True	True	True	True
There 's a man would cross it after sundown if he was paid for it .	"` ` I do believe in such nonsense . """	neutral	True	True	True	True
for heaven 's sake do let them know that they are watched	we have actually had the triumph of bringing him back as our own prisoner	neutral	True	True	True	True
it is early or late for the orchids	I have had them on	neutral	True	True	True	True
I thought of taking it seriously before	` ` He can object to my worldly position , so it must be myself that he has this down on .	neutral	True	True	True	True
With these two facts in my possession I felt that either my intelligence or my courage must be deficient if I could throw some further light upon these dark places .	it is clear enough before we go to bed this night	neutral	True	True	True	True
"` ` I have an idea . """	It was a pure bloodhound and it was a pure mastiff	neutral	True	True	True	True
"` ` Now , tell me , Dr. Mortimerand this is importantthe marks which you saw were on the path and on the grass ? """	one can say so more confidently than I	neutral	True	True	True	True
"If it were for the late Sir Charles Baskerville and some other kind hearts I might have starved for all that my father cared . """	we were destined to know	neutral	True	True	True	True
it interesting	him laugh often	neutral	True	True	True	True
he has let us get together	I could tell it to you	neutral	True	True	True	True
