sent_1	sent_2	label	case	cue	common_cue	lexical_overlap	method	negated_scope	negation_scope
"But then, as I used to say to mother, a woman wants her own circle to begin with, and I had not got mine yet."""	"""But how about Mr. Hosmer Angel?"					False	sherlock		False
At the moment when Holmes struck the light I heard a low, clear whistle, but the sudden glare flashing into my weary eyes made it impossible for me to tell what it was at which my friend lashed so savagely.	I could, however, see that his face was deadly pale and filled with horror and loathing.					False	sherlock		False
Beyond the mention of pips, I do not see that it helps us much.	I think myself that it is a page from some private diary.					False	sherlock		False
"Good-day, Mr. Holmes, and we shall see which gets to the bottom of the matter first."""	He gathered up the garments, thrust them into the bag, and made for the door.					False	sherlock		False
There is, of course, the other woman, the drink, the push, the blow, the bruise, the sympathetic sister or landlady.	"The crudest of writers could invent nothing more crude."""					False	sherlock		False
Twelve struck, and one and two and three, and still we sat waiting silently for whatever might befall.	Suddenly there was the momentary gleam of a light up in the direction of the ventilator, which vanished immediately, but was succeeded by a strong smell of burning oil and heated metal.					False	sherlock		False
asked Sherlock Holmes, with his finger-tips together and his eyes to the ceiling.	Again a startled look came over the somewhat vacuous face of Miss Mary Sutherland.					False	sherlock		False
It could not have been a better fit if I had been measured for it.	Both Mr. and Mrs. Rucastle expressed a delight at the look of it, which seemed quite exaggerated in its vehemence.					False	sherlock		False
Holmes and I rushed out and round the angle of the house, with Toller hurrying behind us.	There was the huge famished brute, its black muzzle buried in Rucastle’s throat, while he writhed and screamed upon the ground.					False	sherlock		False
It is this infernal St. Simon marriage case.	"I can make neither head nor tail of the business."""					False	sherlock		False
THE ADVENTURE OF THE BLUE CARBUNCLE	I had called upon my friend Sherlock Holmes upon the second morning after Christmas, with the intention of wishing him the compliments of the season.					False	sherlock		False
I have it here in my museum.	""" Our visitor staggered to his feet and clutched the mantelpiece with his right hand."					False	sherlock		False
I felt that an evil time might be coming upon those whom he had set himself to hunt down.	"""You want to go home, no doubt, Doctor,"" he remarked as we emerged."					False	sherlock		False
much younger than her husband, not more than thirty, I should think, while he can hardly be less than forty-five.	From their conversation I have gathered that they have been married about seven years, that he was a widower, and that his only child by the first wife was the daughter who has gone to Philadelphia.					False	sherlock		False
He was doing something in the cellar—something which took many hours a day for months on end.	What could it be, once more?					False	sherlock		False
Was it all to go for nothing?	Why should I slink away without having carried out my commission, and without the payment which was my due?					False	sherlock		False
""" I rushed upstairs, explained the matter shortly to my wife, and in five minutes was inside a hansom, driving with my new acquaintance to Baker Street."	Sherlock Holmes was, as I expected, lounging about his sitting-room in his dressing-gown, reading the agony column of _					False	sherlock		False
