premise	hypothesis	label	case	cue	common_cue	lexical_overlap	method	negated_scope
What all this meant I could not imagine , but I was deeply ashamed to have witnessed so intimate a scene without my friend 's knowledge .	I could not imagine	entailment	c: a S clause	not	True	True	nep	False
"I am justly reproved for what I feel was an unjustifiable intrusion , and I promise you that I will not mention the matter again . """	I promise you that I will not mention the matter again	entailment	c: a S clause	un-	False	True	nep	False
""" I am convinced , sir , "" she said , "" that this matter is a mistake , and that the parcel was never meant for me at all ."	"` ` I am convinced , sir , "" she said , ` ` that this matter is a mistake , and that the parcel was meant for me at all ."	contradiction	b: cue-removed	never	True	True	nep	True
It must tend to some end , or else our universe is ruled by chance , which is unthinkable .	It must tend to some end , or else our iverse is ruled by chance , which is thinkable .	contradiction	b: cue-removed	un-	False	True	nep	True
Then , of course , she might give us very important information , but I was not sanguine that she would .	I was sanguine that she would	contradiction	a: within scope.	not	True	True	nep	True
He is said to have about seven lawsuits upon his hands at present , which will probably swallow up the remainder of his fortune and so draw his sting and leave him harmless for the future .	will probably swallow up the remainder of his fortune and so draw his sting and leave him harmless for the future	entailment	c: a S clause	-less	False	True	nep	False
""" I find that before the terrible event occurred several people had seen a creature upon the moor which corresponds with this Baskerville demon , and which could not possibly be any animal known to science ."	before the terrible event occurred several people had seen a creature upon the moor which corresponds with this Baskerville demon , and which could possibly be some animal known to science	contradiction	b: cue-removed	not	True	True	nep	True
And the man , as the story goes , was so crazed with fear that he could scarce speak , but at last he said that he had indeed seen the unhappy maiden , with the hounds upon her track .	he had indeed seen the happy maiden , with the hounds upon her track	contradiction	b: cue-removed	un-	False	True	nep	True
I can not sleep for fright .	I can sleep for fright	contradiction	a: within scope.	not	True	True	nep	True
I do not wonder that my uncle got a little jumpy if he lived all alone in such a house as this .	my uncle got a little jumpy if he lived all alone in such a house as this	contradiction	a: within scope.	not	True	True	nep	True
Mr. Gregson and I ran him to ground in that big tenement house , and there 's only one door , so he can not slip us .	I ran him to ground in that big tenement house	entailment	c: a S clause	not	True	True	nep	False
The letter had , as I said , been burned and it was not all legible .	The letter had , as I said , been burned and it was all legible .	contradiction	b: cue-removed	not	True	True	nep	True
""" Well , he was up in the loft at the time , so that I could not put it into his own hands , but I gave it into Mrs. Barrymore 's hands , and she promised to deliver it at once . """	I gave it into Mrs. Barrymore 's hands	entailment	c: a S clause	not	True	True	nep	False
Both Sir Henry and I were concerned at their situation , and it was suggested that Perkins the groom should go over to sleep there , but Stapleton would not hear of it .	Stapleton would hear of it	contradiction	a: within scope.	not	True	True	nep	True
You can hang me , or do what you like with me , but you can not punish me as I have been punished already .	you can punish me as I have been punished already	contradiction	a: within scope.	not	True	True	nep	True
"If it concerned no one but myself I would not try to keep it from you . """	it concerned one but myself	contradiction	a: within scope.	no	True	True	nep	True
I looked back at the platform when we had left it far behind and saw the tall , austere figure of Holmes standing motionless and gazing after us .	we had left it far behind	entailment	c: a S clause	-less	False	True	nep	False
""" I 'm bound to say that I make nothing of the note except that there was something on hand , and that a woman , as usual was at the bottom of it . """	a woman , as usual was at the bottom of it	contradiction	a: within scope.	nothing	False	True	nep	True
""" I could not call you in , Mr. Holmes , without disclosing these facts to the world , and I have already given my reasons for not wishing to do so ."	I have already given my reasons for wishing to do so	contradiction	b: cue-removed	not	True	True	nep	True
